"","measurementID","eventID","parentEventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementDeterminedDate","measurementRemarks"
"2730","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20210420_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2","diversity index",0.58249224388496,NA,"Point-Quadrat. Shannon Index","20210420","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2731","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2","bare soil cover",NA,"percentage","Point-Quadrat","20180406","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2732","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2","musk/lichen cover",4,"percentage","Point-Quadrat","20180406",NA
"2733","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2","vegetation cover",70,"percentage","Point-Quadrat","20180406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2734","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2","total specific cover",72,"percentage","Point-Quadrat","20180406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2735","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2","plant species richness",4,"total number","Point-Quadrat. Number of species","20180406","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2736","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2","diversity index",0.549458047865018,NA,"Point-Quadrat. Shannon Index","20180406","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2737","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","bare soil cover",NA,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2738","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","musk/lichen cover",34,"percentage","Point-Quadrat","20140408",NA
"2739","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","vegetation cover",48,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2740","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","total specific cover",60,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2741","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","plant species richness",2,"total number","Point-Quadrat. Number of species","20140408","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2742","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","diversity index",0.543272781336901,NA,"Point-Quadrat. Shannon Index","20140408","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2743","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","bare soil cover",NA,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2744","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","musk/lichen cover",31,"percentage","Point-Quadrat","20130401",NA
"2745","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","vegetation cover",62,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2746","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","total specific cover",70,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2747","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","plant species richness",5,"total number","Point-Quadrat. Number of species","20130401","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2748","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","diversity index",1.25127014295682,NA,"Point-Quadrat. Shannon Index","20130401","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2749","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","bare soil cover",NA,"percentage","Point-Quadrat","20120322","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2750","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","musk/lichen cover",9,"percentage","Point-Quadrat","20120322",NA
"2751","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","vegetation cover",70,"percentage","Point-Quadrat","20120322","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2752","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","total specific cover",90,"percentage","Point-Quadrat","20120322","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2753","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","plant species richness",6,"total number","Point-Quadrat. Number of species","20120322","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2754","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","diversity index",1.2878727888889,NA,"Point-Quadrat. Shannon Index","20120322","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2755","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","bare soil cover",NA,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2756","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","musk/lichen cover",24,"percentage","Point-Quadrat","20110406",NA
"2757","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","vegetation cover",98,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2758","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","total specific cover",142,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2759","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","plant species richness",8,"total number","Point-Quadrat. Number of species","20110406","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2760","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","diversity index",1.14193592995943,NA,"Point-Quadrat. Shannon Index","20110406","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2761","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","bare soil cover",NA,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2762","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","musk/lichen cover",49,"percentage","Point-Quadrat","20100415",NA
"2763","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","vegetation cover",80,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2764","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","total specific cover",104,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2765","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","plant species richness",4,"total number","Point-Quadrat. Number of species","20100415","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2766","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","diversity index",0.914434736773744,NA,"Point-Quadrat. Shannon Index","20100415","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2767","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","bare soil cover",NA,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2768","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","musk/lichen cover",2,"percentage","Point-Quadrat","20200312",NA
"2769","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","vegetation cover",98,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2770","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","total specific cover",108,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2771","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","plant species richness",3,"total number","Point-Quadrat. Number of species","20200312","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2772","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1","diversity index",0.502792279620078,NA,"Point-Quadrat. Shannon Index","20200312","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2773","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2","bare soil cover",NA,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2774","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2","musk/lichen cover",NA,"percentage","Point-Quadrat","20210420",NA
"2775","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2","vegetation cover",80,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2776","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2","total specific cover",90,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2777","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2","plant species richness",6,"total number","Point-Quadrat. Number of species","20210420","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2778","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2","diversity index",0.977828964098803,NA,"Point-Quadrat. Shannon Index","20210420","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2779","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1","bare soil cover",NA,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2780","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1","musk/lichen cover",NA,"percentage","Point-Quadrat","20210420",NA
"2781","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1","vegetation cover",76,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2782","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1","total specific cover",92,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2783","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1","plant species richness",5,"total number","Point-Quadrat. Number of species","20210420","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2784","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1","diversity index",0.827999023472148,NA,"Point-Quadrat. Shannon Index","20210420","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2785","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","bare soil cover",NA,"percentage","Point-Quadrat","20120315","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2786","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","musk/lichen cover",NA,"percentage","Point-Quadrat","20120315",NA
"2787","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","vegetation cover",94,"percentage","Point-Quadrat","20120315","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2788","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","total specific cover",152,"percentage","Point-Quadrat","20120315","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2789","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","plant species richness",11,"total number","Point-Quadrat. Number of species","20120315","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2790","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","diversity index",1.66016836033758,NA,"Point-Quadrat. Shannon Index","20120315","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2791","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","bare soil cover",NA,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2792","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","musk/lichen cover",NA,"percentage","Point-Quadrat","20200312",NA
"2793","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","vegetation cover",98,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2794","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","total specific cover",134,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2795","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","plant species richness",5,"total number","Point-Quadrat. Number of species","20200312","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2796","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","diversity index",0.87715450984277,NA,"Point-Quadrat. Shannon Index","20200312","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2797","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","bare soil cover",NA,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2798","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","musk/lichen cover",NA,"percentage","Point-Quadrat","20220510",NA
"2799","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","vegetation cover",54,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2800","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","total specific cover",56,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2801","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","plant species richness",6,"total number","Point-Quadrat. Number of species","20220510","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2802","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2","diversity index",1.36745800115529,NA,"Point-Quadrat. Shannon Index","20220510","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2803","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","bare soil cover",NA,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2804","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","musk/lichen cover",NA,"percentage","Point-Quadrat","20170404",NA
"2805","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","vegetation cover",100,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2806","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","total specific cover",146,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2807","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","plant species richness",8,"total number","Point-Quadrat. Number of species","20170404","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2808","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","diversity index",1.1034056660612,NA,"Point-Quadrat. Shannon Index","20170404","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2809","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","bare soil cover",NA,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/22064"
"2810","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","musk/lichen cover",NA,"percentage","Point-Quadrat","20210420",NA
"2811","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","vegetation cover",70,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2812","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","total specific cover",84,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/20537"
"2813","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","plant species richness",3,"total number","Point-Quadrat. Number of species","20210420","https://vocabs.lter-europe.net/envthes/en/page/22196"
"2814","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1","diversity index",0.75893677276206,NA,"Point-Quadrat. Shannon Index","20210420","https://vocabs.lter-europe.net/envthes/en/page/21513"
"2815","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2_20120315_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2","bare soil cover",NA,"percentage","Point-Quadrat","20120315","https://vocabs.lter-europe.net/envthes/en/page/22064"
